43.378025,-88.26218,406.3
43.378025,-88.261995,412.2
43.378025,-88.26181,418.2
43.378025,-88.261625,424.2
43.378025,-88.26144,410.2
43.37816,-88.26366,407.5
43.37816,-88.263475,413.5
43.37816,-88.26329,419.5
43.37816,-88.263105,425.4
43.37816,-88.26292,431.4
43.37816,-88.262735,437.3
43.37816,-88.26255,443.3
43.37816,-88.262365,449.3
43.37816,-88.26218,455.2
43.37816,-88.261995,461.2
43.37816,-88.26181,467.2
43.37816,-88.261625,473.1
43.37816,-88.26144,445.6
43.37816,-88.261255,408.2
43.378295,-88.264955,414.7
43.378295,-88.26477,420.7
43.378295,-88.264585,426.7
43.378295,-88.2644,432.6
43.378295,-88.264215,438.6
43.378295,-88.26403,444.6
43.378295,-88.263845,450.5
43.378295,-88.26366,456.5
43.378295,-88.263475,462.5
43.378295,-88.26329,468.4
43.378295,-88.263105,474.4
43.378295,-88.26292,480.3
43.378295,-88.262735,486.3
43.378295,-88.26255,492.3
43.378295,-88.262365,498.2
43.378295,-88.26218,504.2
43.378295,-88.261995,510.2
43.378295,-88.26181,516.1
43.378295,-88.261625,518.4
43.378295,-88.26144,481
43.378295,-88.261255,443.6
43.378295,-88.26107,406.2
43.37843,-88.265325,417.7
43.37843,-88.26514,444.3
43.37843,-88.264955,463.7
43.37843,-88.26477,469.7
43.37843,-88.264585,475.6
43.37843,-88.2644,481.6
43.37843,-88.264215,487.6
43.37843,-88.26403,493.5
43.37843,-88.263845,499.5
43.37843,-88.26366,505.5
43.37843,-88.263475,511.4
43.37843,-88.26329,517.4
43.37843,-88.263105,523.3
43.37843,-88.26292,529.3
43.37843,-88.262735,535.3
43.37843,-88.26255,541.2
43.37843,-88.262365,547.2
43.37843,-88.26218,553.2
43.37843,-88.261995,559.1
43.37843,-88.26181,565.1
43.37843,-88.261625,553.8
43.37843,-88.26144,516.4
43.37843,-88.261255,479
43.37843,-88.26107,441.6
43.378565,-88.265695,407.7
43.378565,-88.26551,434.3
43.378565,-88.265325,460.8
43.378565,-88.26514,487.4
43.378565,-88.264955,512.7
43.378565,-88.26477,518.6
43.378565,-88.264585,524.6
43.378565,-88.2644,530.6
43.378565,-88.264215,536.5
43.378565,-88.26403,542.5
43.378565,-88.263845,548.5
43.378565,-88.26366,554.4
43.378565,-88.263475,560.4
43.378565,-88.26329,566.3
43.378565,-88.263105,572.3
43.378565,-88.26292,578.3
43.378565,-88.262735,584.2
43.378565,-88.26255,590.2
43.378565,-88.262365,596.2
43.378565,-88.26218,602.1
43.378565,-88.261995,608.1
43.378565,-88.26181,614.1
43.378565,-88.261625,589.2
43.378565,-88.26144,551.8
43.378565,-88.261255,514.4
43.378565,-88.26107,477
43.378565,-88.260885,439.5
43.3787,-88.26588,424.2
43.3787,-88.265695,450.8
43.3787,-88.26551,477.4
43.3787,-88.265325,503.9
43.3787,-88.26514,530.5
43.3787,-88.264955,557.1
43.3787,-88.26477,567.6
43.3787,-88.264585,573.6
43.3787,-88.2644,579.5
43.3787,-88.264215,585.5
43.3787,-88.26403,591.5
43.3787,-88.263845,597.4
43.3787,-88.26366,603.4
43.3787,-88.263475,609.3
43.3787,-88.26329,615.3
43.3787,-88.263105,621.3
43.3787,-88.26292,627.2
43.3787,-88.262735,633.2
43.3787,-88.26255,639.2
43.3787,-88.262365,645.1
43.3787,-88.26218,651.1
43.3787,-88.261995,657.1
43.3787,-88.26181,662
43.3787,-88.261625,624.6
43.3787,-88.26144,587.2
43.3787,-88.261255,549.8
43.3787,-88.26107,512.4
43.3787,-88.260885,474.9
43.3787,-88.2607,437.5
43.378835,-88.26625,414.2
43.378835,-88.266065,440.7
43.378835,-88.26588,467.3
43.378835,-88.265695,493.9
43.378835,-88.26551,520.4
43.378835,-88.265325,547
43.378835,-88.26514,573.6
43.378835,-88.264955,600.2
43.378835,-88.26477,616.6
43.378835,-88.264585,622.5
43.378835,-88.2644,628.5
43.378835,-88.264215,634.5
43.378835,-88.26403,640.4
43.378835,-88.263845,646.4
43.378835,-88.26366,652.3
43.378835,-88.263475,658.3
43.378835,-88.26329,664.3
43.378835,-88.263105,670.2
43.378835,-88.26292,676.2
43.378835,-88.262735,682.2
43.378835,-88.26255,688.1
43.378835,-88.262365,694.1
43.378835,-88.26218,700.1
43.378835,-88.261995,706
43.378835,-88.26181,697.4
43.378835,-88.261625,660
43.378835,-88.26144,622.6
43.378835,-88.261255,585.2
43.378835,-88.26107,547.7
43.378835,-88.260885,510.3
43.378835,-88.2607,472.9
43.378835,-88.260515,435.5
43.37897,-88.266435,430.7
43.37897,-88.26625,457.2
43.37897,-88.266065,483.8
43.37897,-88.26588,510.4
43.37897,-88.265695,537
43.37897,-88.26551,563.5
43.37897,-88.265325,590.1
43.37897,-88.26514,616.7
43.37897,-88.264955,643.3
43.37897,-88.26477,665.5
43.37897,-88.264585,671.5
43.37897,-88.2644,677.5
43.37897,-88.264215,683.4
43.37897,-88.26403,689.4
43.37897,-88.263845,695.4
43.37897,-88.26366,701.3
43.37897,-88.263475,707.3
43.37897,-88.26329,713.2
43.37897,-88.263105,719.2
43.37897,-88.26292,725.2
43.37897,-88.262735,731.1
43.37897,-88.26255,737.1
43.37897,-88.262365,743.1
43.37897,-88.26218,749
43.37897,-88.261995,755
43.37897,-88.26181,732.8
43.37897,-88.261625,695.4
43.37897,-88.26144,658
43.37897,-88.261255,620.6
43.37897,-88.26107,583.1
43.37897,-88.260885,545.7
43.37897,-88.2607,508.3
43.37897,-88.260515,470.9
43.37897,-88.26033,433.5
43.379105,-88.266805,420.6
43.379105,-88.26662,447.2
43.379105,-88.266435,473.8
43.379105,-88.26625,500.3
43.379105,-88.266065,526.9
43.379105,-88.26588,553.5
43.379105,-88.265695,580.1
43.379105,-88.26551,606.6
43.379105,-88.265325,633.2
43.379105,-88.26514,659.8
43.379105,-88.264955,686.3
43.379105,-88.26477,712.9
43.379105,-88.264585,720.5
43.379105,-88.2644,726.4
43.379105,-88.264215,732.4
43.379105,-88.26403,738.4
